country_of_origin,farm_name,lot_number,mill,ico_number,company,altitude,region,producer,number_of_bags,bag_weight,in-country_partner,harvest_year,grading_date,owner,variety,status,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,overall,defects,total_cup_points,moisture,category_one_defects,quakers,color,category_two_defects,expiration,certification_body,certification_address,certification_contact,bean_type,mouthfeel,uniform_cup,bitter_and_sweet,salt_and_acid,fragrance_and_aroma
Taiwan,靜心恬咖啡莊園,902 Typica,益豐機械咖啡豆去皮脫殼機剝殼機兩用設備 100型,,靜心恬咖啡農莊,400,復興區義興部落,歐恩萍,1,5.0,Blossom Valley International宸嶧國際,2024 / 2025,2025-03-19,靜心恬咖啡農莊,Typica,Completed,Natural / Dry,7.92,7.92,7.83,7.58,7.75,7.67,10.0,10,10.0,7.67,0,84.33,0.102,0.0,0,yellow-Green,2.0,2026-03-19,Blossom Valley International宸嶧國際,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen陳嘉峻 - +886423022323,arabica,,,,,
Colombia,La fortaleza,3-0104-00206 Popayán Supremo,Trilladora Pubenza,3-0104-00206,Cafe Colsuaves,1700,Popayán Cauca,La fortaleza,600,30.0,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,2024,2024-12-05,pablo velosa,Castillo/Caturra,Completed,Washed / Wet,7.83,7.75,7.67,7.92,7.83,7.67,10.0,10,10.0,7.67,0,84.33,0.111,0.0,2,Green,3.0,2025-12-05,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Carlos Julian Ruiz - 3212026991,arabica,,,,,
Thailand,Vipada Thiraras,1,,,SCITH,1250,"Pha Lung, Chiang Rai",Vipada Thiraras,1,10.0,Specialty Coffee Institute of Thailand,2024,2024-10-29,Thanyavit Kuakunrittiwong,Catimor,Completed,Pulped natural / honey,7.83,7.83,7.75,8.0,7.5,7.75,10.0,10,10.0,7.58,0,84.25,0.12,0.0,0,pale-yellow,1.0,2025-10-29,Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",arabica,,,,,
Japan,kakamigaharafarm,2024-2025bourbon,same facility,,tyuubujimuki,34,gifu,tyuubujimuki,1,6.0,Coffee Quality Union,2024 / 2025,2025-09-04,中部事務機株式会社,Bourbon,Completed,anaerobic,7.75,7.83,7.75,7.75,7.67,7.75,10.0,10,10.0,7.75,0,84.25,0.114,0.0,0,Green,2.0,2026-09-04,Coffee Quality Union,3-24-9 Saiwai Otaru Hokkaido,Sakiko Kabeyama -,arabica,,,,,
Thailand,Akha Le,1,Akha Le,,PC89 Coffee,1400,Thailand,Phichit,2,1000.0,Specialty Coffee Institute of Thailand,2023 / 2024,2024-10-29,Phichit Bunyuenphanakun,Catimor,Completed,Pulped natural / honey,7.67,7.92,7.58,8.0,7.67,7.58,10.0,10,10.0,7.83,0,84.25,0.092,0.0,0,Green,3.0,2025-10-29,Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",arabica,,,,,
Vietnam,Cơ sở sản xuất Cà phê Bana'A,A789,Cơ sở sản xuất Cà phê Bana'A,,banaa company,1330,Tu mơ rông - Kon Tum,Nguyễn Thị Thùy Anh,3000,1.0,HQJ Coffee School,2024 / 2025,2025-07-09,NGUYEN THI THUY ANH,THA1,Completed,Natural / Dry,7.83,7.75,7.75,7.83,7.58,7.67,10.0,10,10.0,7.83,0,84.25,0.11,0.0,0,Green,0.0,2026-07-09,HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008,arabica,,,,,
Vietnam,Hợp tác xã Mộc Sa Farm,A561,Hợp tác xã Mộc Sa Farm,,Hợp tác xã Mộc Sa Farm,1050,"Xã Bản Lầm, Huyện Thuận Châu, Tỉnh Sơn La",Lương Trung Hiếu,20000,1.0,HQJ Coffee School,2024 / 2025,2025-07-09,Luong Trung Hieu,Catimor,Completed,Natural / Dry,7.75,7.67,7.67,7.83,7.92,7.75,10.0,10,10.0,7.67,0,84.25,0.11,0.0,0,Green,0.0,2026-07-09,HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008,arabica,,,,,
Colombia,Finca Las Acacias - Vereda Juanambu,3-59-02868,Pasto,3-59-02868,Carcafé Ltda,1959,Nariño,Segundo Viveros Santa Cruz,600,30.0,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,2024 / 2025,2024-12-09,Maria Paz Villada,Caturra,Completed,Washed / Wet,7.83,7.67,7.58,8.08,7.83,7.67,10.0,10,10.0,7.58,0,84.25,11.04,0.0,2,Green,4.0,2025-12-09,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Carlos Julian Ruiz - 3212026991,arabica,,,,,
Thailand,Chatchai Organic Coffee Farming,1,Dry Mill,,Chatchai Organic Coffee Farming,1500,Nortren,Chatchai Khabu,10,30.0,Specialty Coffee Institute of Thailand,2023 / 2024,2024-11-07,Chatchai,Typica,Completed,Washed / Wet,7.92,7.83,7.67,7.67,7.67,7.83,10.0,10,10.0,7.67,0,84.25,0.105,0.0,0,,0.0,2025-11-07,Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",arabica,,,,,
Taiwan,優遊吧斯瑪翡咖啡莊園 Yuyupas Coffee Manor,"2024 Sustainable Specialty Coffee Farm Awards,S061",優遊吧斯瑪翡咖啡莊園 Yuyupas Coffee Manor,,Taiwan Coffee Laboratory,1200,"嘉義縣阿里山鄉 Alishan Township, Chiayi County","鄭虞坪 JHENG,YU-PING",1,8.0,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,2024-10-29,Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Natural / Dry,7.83,7.83,7.67,7.83,7.58,7.75,10.0,10,10.0,7.75,0,84.25,0.102,0.0,0,Greenish,0.0,2025-10-29,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",arabica,,,,,
Taiwan,花蓮縣秀林鄉特用作物(咖啡產銷第一班)The first group of special use in Xiulin Township,2025花蓮縣第九屆精品咖啡評鑑批次,花蓮縣秀林鄉特用作物(咖啡產銷第一班)The first group of special use in Xiulin Township,,Taiwan Coffee Laboratory,200~400,"Xiulin Township, Hualien County","李志祥LI,JHIH-SIANG",1,6.0,Taiwan Coffee Laboratory 台灣咖啡研究室,2025,2025-09-12,Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Natural / Dry,7.67,7.83,7.67,7.92,7.67,7.67,10.0,10,10.0,7.83,0,84.25,0.102,0.0,0,YELLOW GREEN,1.0,2026-09-12,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",arabica,,,,,
Taiwan,富咖有機農場,C109,富咖有機農場,,Taiwan Coffee Laboratory,1200,"嘉義梅山, Meishan, Chiayi",楊仙美,1,2.0,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,2025-09-18,Taiwan Coffee Laboratory 台灣咖啡研究室,SL34,Completed,Washed / Wet,7.75,7.75,7.75,7.75,7.75,7.75,10.0,10,10.0,7.75,0,84.25,0.10300000000000001,0.0,0,Blue-Green,0.0,2026-09-18,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",arabica,,,,,
Taiwan,鄉庭有機咖啡莊園Siang-Ting Organic Farm,2025花蓮縣第九屆精品咖啡評鑑批次,鄉庭有機咖啡莊園Siang-Ting Organic Farm,,Taiwan Coffee Laboratory,150-170,"Shoufeng Township, Hualien County","張進義JHANG,JIN-YI",1,6.0,Taiwan Coffee Laboratory 台灣咖啡研究室,2025,2025-09-12,Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Pulped natural / honey,7.83,7.67,7.83,7.67,7.67,7.75,10.0,10,10.0,7.83,0,84.25,0.113,0.0,0,GREENISH,0.0,2026-09-12,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",arabica,,,,,
Thailand,Cherdpong Village,1,100kg/hr,,Adnite Ltd.,1500-1600,Nan,Gochgorn Aswapromtada,1,8.0,Specialty Coffee Institute of Thailand,2025,2025-08-26,Gochgorn Aswapromtada,Java,Completed,Pulped natural / honey,7.67,7.92,7.92,7.58,7.58,7.75,10.0,10,10.0,7.75,0,84.17,0.102,0.0,0,Greenish,5.0,2026-08-26,Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",arabica,,,,,
Taiwan,歐爸的咖啡園（Oppa’s Coffee Farm）,2025臺南市國產精品咖啡評鑑批次,歐爸的咖啡園（Oppa’s Coffee Farm）,,Taiwan Coffee Laboratory,500-600,"臺南市東山區 Dongshan Dist., Tainan City","歐宇倉(Ou,Yu-Tsang )",1,5.0,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,2025-07-15,Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Washed / Wet,7.83,7.75,7.75,7.58,7.75,7.67,10.0,10,10.0,7.83,0,84.17,0.11199999999999999,0.0,2,Green,0.0,2026-07-15,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",arabica,,,,,
Indonesia,Tabo Coffee,-,dry mill,,TABO COFFEE,1000,SIPIROK,Tabo Coffee,1,2.0,5758 Coffee Lab,2024,2024-12-27,Reza Burhanuddin,Sumatra,Completed,Washed / Wet,7.67,7.75,7.58,7.58,7.58,7.67,10.0,10,10.0,8.33,0,84.17,0.129,0.0,3,Green,1.0,2025-12-27,5758 Coffee Lab,"Rusa Pinus Raya E1-D, Jl. Pinus Raya Barat, Gegerkalong, Kota Bandung, Jawa Barat 40153, Indonesia",Adi W. Taroepratjeka - +62-8122021163,arabica,,,,,
Taiwan,瑞亦思．安咖啡莊園(Raise An Coffee Estate),2025臺南市國產精品咖啡評鑑批次,瑞亦思．安咖啡莊園(Raise An Coffee Estate),,Taiwan Coffee Laboratory,700,"臺南市東山區 Dongshan Dist., Tainan City","王中和(WANG,ZHONG-HAN)",1,5.0,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,2025-07-15,Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha+Yellow Bourbon,Completed,Pulped natural / honey,7.67,7.83,7.67,7.75,7.67,7.83,10.0,10,10.0,7.75,0,84.17,0.086,0.0,0,GREENISH,0.0,2026-07-15,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",arabica,,,,,
Taiwan,珍5吉咖啡莊園 Zhen 5 Ji Coffee,"2024 Sustainable Specialty Coffee Farm Awards,S074",珍5吉咖啡莊園 Zhen 5 Ji Coffee,,Taiwan Coffee Laboratory,1150,"嘉義縣竹崎鄉 Zhuqi Township, Chiayi County","王素珍 WANG, SU-CHEN",1,8.0,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,2024-10-29,Taiwan Coffee Laboratory 台灣咖啡研究室,SL34,Completed,Natural / Dry,7.83,7.83,7.75,7.67,7.67,7.67,10.0,10,10.0,7.75,0,84.17,0.107,0.0,0,Yellowish,0.0,2025-10-29,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",arabica,,,,,
Nicaragua,Finca Aurora,1,Finca Aurora - Wet Mill & Dry Mill,,"King Car Industrial Co., Ltd",1250-1400,"MATAGALPA, Nicaragua",Enrique & Tania Ferrufino,20,1000.0,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,2025-01-02,KINGCAR,Caturra/Catuai,Completed,Washed / Wet,7.83,7.92,7.75,7.67,7.67,7.67,10.0,10,10.0,7.67,0,84.17,0.114,0.0,0,Yellow-Green,0.0,2026-01-02,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",arabica,,,,,
Colombia,Various,1,Almacafé S.A. Trilladora Pitalito,,"King Car Industrial Co., Ltd",1200-2000,Huila,Asociasión Montesiera,275,70.0,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,2025-01-02,KINGCAR,"Castillo, Colombia, Caturra",Completed,Washed / Wet,7.58,7.75,7.75,7.75,7.75,7.75,10.0,10,10.0,7.83,0,84.17,0.11800000000000001,0.0,0,Yellow-Green,0.0,2026-01-02,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",arabica,,,,,
Thailand,Yosniyom coffee farm,Micro lot,CMU mill,,"Maedadnoi roilan co.,ltd",1300,"Mae daet noi ,Chiangmai",Nathagrid Somboonkhamchoo,1,10.0,Specialty Coffee Institute of Thailand,2023 / 2024,2024-10-29,Nathagrid Somboonkhamchoo,Catimor,Completed,Natural / Dry,7.67,7.83,7.75,7.67,7.58,7.83,10.0,10,10.0,7.83,0,84.17,0.079,0.0,0,Yellowish,0.0,2025-10-29,Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",arabica,,,,,
Taiwan,金光明咖啡莊園,C107,金光明咖啡莊園,,Taiwan Coffee Laboratory,500,"南投水里, Shuili, Nantou",陳蒼輝,1,15.0,Taiwan Coffee Laboratory 台灣咖啡研究室,2020 / 2021,2025-09-18,Taiwan Coffee Laboratory 台灣咖啡研究室,Arabica,Completed,Pulped natural / honey,7.75,7.75,7.67,7.83,7.75,7.75,10.0,10,10.0,7.67,0,84.17,0.12,61.0,0,brownish pale,6.0,2026-09-18,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",arabica,,,,,
Colombia,Various,1,Almacafe S.A. Trilladora,,"King Car Industrial Co., Ltd",1600,HUILA,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,550,35.0,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,2025-01-02,KINGCAR,"Castillo, Colombia",Completed,Washed / Wet,7.83,7.83,7.67,7.75,7.58,7.75,10.0,10,10.0,7.75,0,84.17,0.113,0.0,0,Yellow- Green,0.0,2026-01-02,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",arabica,,,,,
Taiwan,鄉庭有機咖啡莊園Siang-Ting Organic Farm,2025花蓮縣第九屆精品咖啡評鑑批次,鄉庭有機咖啡莊園Siang-Ting Organic Farm,,Taiwan Coffee Laboratory,150-170,"Shoufeng Township, Hualien County","張進義JHANG,JIN-YI",1,6.0,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,2025-09-12,Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Natural / Dry,7.58,7.92,7.67,7.67,7.83,7.67,10.0,10,10.0,7.83,0,84.17,0.11900000000000001,0.0,0,GREENISH,0.0,2026-09-12,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",arabica,,,,,
Ethiopia,Banko Gotiti,Banko Gotiti,Haileslassie,010/0352/0088,Taiwan Coffee Laboratory,2200-2300,Yirgacheffe,Haileslassie,320,60.0,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,2024-11-27,Taiwan Coffee Laboratory 台灣咖啡研究室,Heirloom Yirgacheffe Varietal,Completed,Natural / Dry,7.83,7.75,7.75,7.67,7.58,7.75,10.0,10,10.0,7.75,0,84.08,0.11199999999999999,0.0,0,Yellow-Green,0.0,2025-11-27,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",arabica,,,,,
Colombia,VARIOS,3-01-17725,ALMACAFE POPAYAN,3-01-17725,Federación de cafeteros de Colombia,1500,CAUCA,VARIOS,375,70.0,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,2024 / 2025,2025-09-24,Camilo Mosquera,VARIOS,Completed,Washed / Wet,7.75,7.75,7.58,7.83,7.58,7.83,10.0,10,10.0,7.75,0,84.08,0.106,0.0,0,Green,3.0,2026-09-24,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Carlos Julian Ruiz - 3212026991,arabica,,,,,
Taiwan,愛姬咖啡莊園Aiji Coffee Estate,2025花蓮縣第九屆精品咖啡評鑑批次,愛姬咖啡莊園Aiji Coffee Estate,,Taiwan Coffee Laboratory,150,"Shoufeng Township, Hualien County","劉孟宗LIOU,MENG-ZONG",1,6.0,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,2025-09-12,Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Natural / Dry,7.75,7.83,7.67,7.75,7.67,7.75,10.0,10,10.0,7.67,0,84.08,0.11699999999999999,0.0,0,GREENISH,0.0,2026-09-12,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",arabica,,,,,
Brazil,Ofi - Olam Food Ingredients,S040263-4,Dry Mill,,Olam Specialty Coffee,1100,Cerrado,Ofi - Olam Food Ingredients,1600,96000.0,Brazil Specialty Coffee Association,2025,2025-09-22,ADRYELLI CRISTINA SILVA,Catuai,Completed,Natural / Dry,7.67,7.75,7.67,7.83,7.67,7.67,10.0,10,10.0,7.83,0,84.08,0.113,0.0,0,Green,1.0,2026-09-22,Brazil Specialty Coffee Association,"R Guilherme F Zanatelli - 121, Santa Luiza 121 BSCA - Comercio",Lyvia Camargo - 55 35 3212-4705,arabica,,,,,
China,The Nest Manor,SJ001,The Nest Manor Dry Mill,,The Nest Manor,1600,"Shuangjiang County, Lincang City, Yunnan Province, China",The Nest Manor,2,2.0,Torch Coffee Company,2024 / 2025,2025-07-07,Unnop Rattanasorn,Syrina,Completed,Dual Fermentation Honey,7.83,7.67,7.67,7.75,7.58,7.83,10.0,10,10.0,7.75,0,84.08,0.105,0.0,0,Blue,0.0,2026-07-07,Torch Coffee Company,云南省普洱市88龙生路公园1号108栋234室炬点咖啡实验室 T Torch Coffee Lab 88 Long Shen Building 105 Suite 234 Rd  Pu'er Yunnan China,Marty Pollack - +86 18287988435,arabica,,,,,
Guatemala,Varias Fincas,2025/232/1,El Trébol / Linea Gourmet,2025/232/1,Asociación Nacional del Cafe,1500-1600,Sierra De Las Minas,Varios Productores,300,30.0,Asociacion Nacional Del Café,2024 / 2025,2025-03-31,Evelin Isabel Hernández Paxtor,Caturra,Completed,Washed / Wet,7.67,7.83,7.5,7.83,7.67,7.83,10.0,10,10.0,7.75,0,84.08,0.10400000000000001,0.0,2,Greenish,2.0,2026-03-31,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Byron Castillo - +502 47018080,arabica,,,,,
Thailand,Ethnic Coffee Mae Hong Son,1,"Mogojubean, Chiang Mai",,Ethnic Coffee Mae Hong Son,1534,"Mae Hong Son, Thailand",Piyamaporn Wanmanee,1,36.0,Specialty Coffee Institute of Thailand,2025,2025-08-26,Piyamaporn Wanmanee,Bourbon,Completed,Pulped natural / honey,7.67,7.67,7.75,7.83,7.75,7.67,10.0,10,10.0,7.75,0,84.08,0.114,0.0,0,Yellowish,0.0,2026-08-26,Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",arabica,,,,,
Thailand,MINERAL COFFEE,01,MINERAL,,"MINERAL COFFEE CO.,LTD",1100,chiang rai,VASIN KHOTCHASARN,1,10.0,Specialty Coffee Institute of Thailand,2023 / 2024,2024-11-07,Vasin Khotchasarn,Catuai,Completed,Pulped natural / honey,8.0,7.75,7.42,7.75,7.75,7.67,10.0,10,10.0,7.67,0,84.0,0.10800000000000001,0.0,0,green-yellow,0.0,2025-11-07,Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",arabica,,,,,
Taiwan,志繼168咖啡園,785 SL34,益豐機械咖啡豆去皮脫殼機剝殼機兩用設備 100型,,志繼168咖啡園,580,桃園市復興區志繼部落,黃俊億,1,8.0,Blossom Valley International宸嶧國際,2024 / 2025,2025-03-19,黃俊億,SL34,Completed,Washed / Wet,7.67,7.75,7.75,7.83,7.58,7.75,10.0,10,10.0,7.67,0,84.0,0.113,0.0,0,Bluish-Green,0.0,2026-03-19,Blossom Valley International宸嶧國際,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen陳嘉峻 - +886423022323,arabica,,,,,
Thailand,Chatchai Organic Coffee Farming,1,Dry Mill,,Chatchai Organic Coffee Farming,1500,Northen of Thailand,Chatchai Khabu,10,20.0,Specialty Coffee Institute of Thailand,2023 / 2024,2024-10-29,Chatchai,Typica,Completed,Natural / Dry,7.67,7.83,7.67,7.83,7.75,7.67,10.0,10,10.0,7.58,0,84.0,0.094,0.0,0,Greenish,4.0,2025-10-29,Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",arabica,,,,,
Colombia,VARIOS,3-01-14220,ALMACAFE BELLO ANTIOQUIA,3-01-14220,Federación de cafeteros de Colombia,1120 A 2060,Antioquia,VARIOS,375,70.0,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,2024 / 2025,2025-05-02,Camilo Mosquera,CASTILLA COLOMBIA,Completed,Washed / Wet,8.0,7.75,7.75,7.67,7.5,7.5,10.0,10,10.0,7.83,0,84.0,0.107,5.0,0,Green,6.0,2026-05-02,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Carlos Julian Ruiz - 3212026991,arabica,,,,,
Vietnam,Carabu Farm,Lot: TH1,23 nguyen cu trinh,,"carabu coffee. co., ltd",500,Buon Ma Thuot City,Carabu,12,25.0,Vietnam Commodity Control & Certification Joint Stock Company (VCC&C),2023 / 2024,2024-10-29,CARABU COFFEE,Blue Mountain,Completed,Natural / Dry,7.92,7.75,7.58,7.92,7.5,7.58,10.0,10,10.0,7.75,0,84.0,0.11800000000000001,0.0,0,Yellowish,3.0,2025-10-29,Vietnam Commodity Control & Certification Joint Stock Company (VCC&C),"1 G Dinh Bo Linh Street, 15 ward, Binh Thanh District, Ho Chi Minh City","Hai,Tran Quang. - 84 8 98 967 8708",arabica,,,,,
Taiwan,佳禾咖啡莊園 Jiahe Coffee Farm,"2024 Sustainable Specialty Coffee Farm Awards,S055",佳禾咖啡莊園 Jiahe Coffee Estate,,Taiwan Coffee Laboratory,1250,"嘉義縣阿里山鄉 Alishan Township, Chiayi County","羅玉聰 LO,YU-TSUNG",1,8.0,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,2024-10-29,Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Natural / Dry,8.0,7.75,7.67,7.67,7.58,7.67,10.0,10,10.0,7.67,0,84.0,0.10800000000000001,0.0,0,Bluish-Green,0.0,2025-10-29,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",arabica,,,,,
Taiwan,瑞亦思．安咖啡莊園(Raise An Coffee Estate),2025臺南市國產精品咖啡評鑑批次,瑞亦思．安咖啡莊園(Raise An Coffee Estate),,Taiwan Coffee Laboratory,700,"臺南市東山區 Dongshan Dist., Tainan City","王威騰(Wang,Wei-Teng)",1,5.0,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,2025-07-15,Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Natural / Dry,7.67,7.83,7.75,7.67,7.67,7.75,10.0,10,10.0,7.67,0,84.0,0.084,0.0,0,GREENISH,0.0,2026-07-15,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",arabica,,,,,
Taiwan,古林有機生態園區,"2024 Sustainable Specialty Coffee Farm Awards,S076",古林有機生態園區,,Taiwan Coffee Laboratory,500-700,"花蓮縣玉里鎮 Sanmin, Yuli Township, Hualien County","林菁川 LIN,JING-CHUAN",1,8.0,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,2024-10-29,Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Pulped natural / honey,7.83,7.75,7.75,7.67,7.5,7.75,10.0,10,10.0,7.67,0,83.92,0.098,0.0,0,Greenish,0.0,2025-10-29,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",arabica,,,,,
